label_path,image_path,split,class_id,format,x_center,y_center,bbox_width,bbox_height,area_normalized,polygon_point_count,class_name
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,0,YOLO polygon segmentation,0.37109375,0.5729166664062499,0.078125,0.0833333328125,0.002906799314117442,57,Class 0
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,0,YOLO polygon segmentation,0.4423828125,0.59375,0.044921875,0.046875,0.0010948181205750057,35,Class 0
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,0,YOLO polygon segmentation,0.287109375,0.5247395828125,0.02734375,0.0234375,0.0004107157348632873,20,Class 0
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,0,YOLO polygon segmentation,0.31640625,0.52734375,0.0234375,0.03385416562499999,0.0005976358955382816,16,Class 0
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,0,YOLO polygon segmentation,0.1923828125,0.5416666664062499,0.052734375,0.0989583328125,0.0031941731979369947,57,Class 0
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,0,YOLO polygon segmentation,0.2568359375,0.21484375,0.478515625,0.4296875,0.13358815506744381,463,Class 0
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,0,YOLO polygon segmentation,0.77734375,0.4088541671875,0.2421875,0.3125,0.04337437952499386,292,Class 0
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,0,YOLO polygon segmentation,0.91796875,0.31640625,0.1640625,0.513020834375,0.05536524452362071,224,Class 0
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.0556640625,0.44401041640625,0.111328125,0.8307291671875,0.01942825316543579,167,Class 2
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.2119140625,0.6341145828125001,0.060546875,0.5234375000000001,0.006104787202453589,118,Class 2
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.087890625,0.75,0.10546875,0.2916666656250001,0.002778371154022236,137,Class 2
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.2529296875,0.68489583359375,0.099609375,0.3072916671874999,0.0025749206565857247,140,Class 2
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.3203125,0.65625,0.01953125,0.229166665625,0.001619974767303467,48,Class 2
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.3486328125,0.5533854171875,0.029296875,0.0390625,0.00033442180480962314,31,Class 2
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.349609375,0.46614583359375,0.01171875,0.1041666671875,0.0007031758636474594,20,Class 2
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.34375,0.6653645835937501,0.01171875,0.1901041671875,0.0015373229972839436,26,Class 2
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.3818359375,0.6536458335937501,0.009765625,0.0833333328125,0.0005404154457092081,18,Class 2
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.802734375,0.421875,0.0078125,0.09375,0.0004030863464355994,20,Class 2
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,YOLO polygon segmentation,0.79296875,0.6223958328125,0.05859375,0.28125,0.0040041605606079556,134,Class 2
