label_path,image_path,split,line_number,class_id,coordinate_count,point_count,area_normalized,bbox_width_normalized,bbox_height_normalized,touches_border,image_width,image_height,is_valid_row,is_valid_area,is_suspicious,issues
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,1,0,114,56,0.002906799314117442,0.078125,0.0833333328125,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,2,0,70,34,0.0010948181205750057,0.044921875,0.046875,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,3,0,40,19,0.0004107157348632873,0.02734375,0.0234375,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,4,0,32,15,0.0005976358955382816,0.0234375,0.03385416562499999,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,5,0,114,56,0.0031941731979369947,0.052734375,0.0989583328125,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,6,0,926,462,0.13358815506744381,0.478515625,0.4296875,True,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,7,0,584,291,0.04337437952499386,0.2421875,0.3125,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,8,0,448,223,0.05536524452362071,0.1640625,0.513020834375,True,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,9,2,334,166,0.01942825316543579,0.111328125,0.8307291671875,True,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,10,2,236,117,0.006104787202453589,0.060546875,0.5234375000000001,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,11,2,274,136,0.002778371154022236,0.10546875,0.2916666656250001,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,12,2,280,139,0.0025749206565857247,0.099609375,0.3072916671874999,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,13,2,96,47,0.001619974767303467,0.01953125,0.229166665625,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,14,2,62,30,0.00033442180480962314,0.029296875,0.0390625,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,15,2,40,19,0.0007031758636474594,0.01171875,0.1041666671875,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,16,2,52,25,0.0015373229972839436,0.01171875,0.1901041671875,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,17,2,36,17,0.0005404154457092081,0.009765625,0.0833333328125,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,18,2,40,19,0.0004030863464355994,0.0078125,0.09375,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,19,2,268,133,0.0040041605606079556,0.05859375,0.28125,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,20,2,40,19,0.00020599364776610618,0.015625,0.03125,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,21,2,84,41,0.0005760192825317312,0.0234375,0.09375,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,22,2,202,100,0.001990000401306341,0.06640625,0.234375,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,23,2,42,20,0.0006268819198608777,0.0234375,0.036458332812499994,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,24,2,162,80,0.0038477579650878224,0.03515625,0.1979166671875,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,25,2,68,33,0.00110626220703125,0.01953125,0.1041666671875,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,26,2,124,61,0.0035133361961366127,0.046875,0.1432291671875,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,27,0,256,127,0.01059977215042121,0.12890625,0.1328125,False,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,28,1,22,10,0.11017083335449215,0.4325,0.45166666718750004,True,640,640,True,True,False,
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/labels/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.txt,/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,29,1,28,13,0.10099687510839842,0.4887499999999999,0.45166666718750004,True,640,640,True,True,False,
