image_path,split,annotation_count,mean_annotation_area,max_annotation_area,mean_polygon_point_count
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6990_JPG.rf.981d492fda6882d609385a301391b63f.jpg,test,29,0.017730846330221258,0.13358815506744381,87.48275862068965
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR6991_JPG.rf.cb59b0e11e00ab6f2eb7dd2054ec6da4.jpg,test,36,0.011743497890903053,0.10426979169824227,70.44444444444444
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7003_JPG.rf.43bdcfeab63e1882f5cb3727ccc02748.jpg,test,46,0.011872604851559842,0.11198333317480466,70.6304347826087
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7027_JPG.rf.1df481618d254f05e42beadf1c757a8a.jpg,test,41,0.01574091949300922,0.09730402628097538,101.95121951219512
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7038_JPG.rf.6d574775ba9dace74383d2e30ac92c2e.jpg,test,45,0.012427260609647628,0.09941875000097647,68.68888888888888
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7047_JPG.rf.22e2c11645eea3412a64c44e96aa402c.jpg,test,56,0.009828372522120338,0.10159479177734373,71.10714285714286
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7065_JPG.rf.65102403959d3c6a78490a220a21eec3.jpg,test,30,0.01707129184224753,0.1774749755821232,71.33333333333333
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7076_JPG.rf.f5d7743a2fcb0d40d380ea72c58111f1.jpg,test,38,0.015597092868086962,0.1410114584521484,56.86842105263158
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7079_JPG.rf.747086eb07c0052b68a7da5227fa8cd8.jpg,test,45,0.011984323191916913,0.11388437528320305,73.11111111111111
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7103_JPG.rf.8f18c01a3d31f4816845143a7b6e7b0f.jpg,test,68,0.006701087411710406,0.16760508219223025,59.455882352941174
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7105_JPG.rf.4ec0bd3fd3b02bee57050f8055aa2350.jpg,test,27,0.016899481077626007,0.09289157619175771,81.88888888888889
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7106_JPG.rf.ef541873670cce948b81f5ecfabfbbab.jpg,test,35,0.012215952464523755,0.08855460437402332,75.0
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7107_JPG.rf.837dede8b85fa42c64c46407b379a4b3.jpg,test,47,0.012074237610325582,0.0848973592025757,98.46808510638297
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7110_JPG.rf.5bff09629f25632f2953b2f2d781ee55.jpg,test,39,0.01075630513471945,0.09082794193420432,98.43589743589743
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7111_JPG.rf.f81e1a53315c53cfa2b7a4d7a3142ef9.jpg,test,48,0.008338584134539912,0.10060729157226564,70.0625
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7121_JPG.rf.157fcd071b2b71551742b672c6823bb1.jpg,test,35,0.0201637254972787,0.2489802043083192,96.94285714285714
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7131_JPG.rf.48326f9d972c6805fdc664d6c50fa7c7.jpg,test,48,0.007011356605346679,0.08894583324316399,57.395833333333336
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7150_JPG.rf.3c40207fb2543352203e9d6b69569757.jpg,test,37,0.010015917245648369,0.16497421264266968,81.51351351351352
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7157_JPG.rf.1a41e514f4aacd2281fe747d2dc500d3.jpg,test,23,0.019976408574543802,0.1756858825309751,143.2608695652174
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7171_JPG.rf.9878e5685b1c664556548d33e67702a2.jpg,test,28,0.02113655634844643,0.2916081746047973,128.14285714285714
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7198_JPG.rf.f5b041032a4df1375ece55a5bda5f2a6.jpg,test,32,0.01452128092074394,0.11426671350784302,96.4375
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7199_JPG.rf.b5a017ca32af35ebf45902454d357c8a.jpg,test,34,0.017580630719779538,0.1034723917205812,141.05882352941177
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7201_JPG.rf.7810cd85a8ef07c67614929cd76ba8eb.jpg,test,40,0.015314229318866746,0.16666158041000353,109.55
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7203_JPG.rf.4e250e1aea496a840cb6e456b54990c5.jpg,test,48,0.011219130613327,0.29233296711578355,77.10416666666667
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7204_JPG.rf.6e9cc08153b47ad8e1e18b5c0e986283.jpg,test,42,0.009745176714968736,0.05324554448394786,89.38095238095238
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7222_JPG.rf.38efe68353f02d75b0a35bb00323f082.jpg,test,47,0.01154178592190031,0.22430165615005512,91.31914893617021
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7236_JPG.rf.8901996bd6bafe025236dfe0958236c4.jpg,test,15,0.03361570567713424,0.09918212890396153,191.33333333333334
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7404_JPG.rf.f4e028cbe257d08cbcf91d74c53c340c.jpg,test,36,0.011715076576847517,0.07925796511077879,105.61111111111111
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7433_JPG.rf.923b78ecd3dfdaeb6a74c0293245151b.jpg,test,34,0.018569038608416397,0.19048182175521855,71.5
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7435_JPG.rf.368e99207eadc2c6a59ed53776d67efa.jpg,test,33,0.01594102852905089,0.1363931669150391,85.12121212121212
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7442_JPG.rf.21352063a977b496286acff68a3115f4.jpg,test,41,0.012037757931127784,0.22808710735855117,70.90243902439025
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7445_JPG.rf.3448955b3f9a3c2c0860f8bc201d69ae.jpg,test,58,0.012452075790214269,0.16331250005175776,67.89655172413794
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7467_JPG.rf.94a74d8267ac3a9a8864c36390fb3bc8.jpg,test,35,0.015946528835389932,0.13844062474902336,76.68571428571428
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7473_JPG.rf.d1167269b83c9b0a82786c3c16b2e45a.jpg,test,40,0.015888736562761716,0.3209991454162599,97.95
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7480_JPG.rf.accf1d4c556f2d5f0e98775b51b0b393.jpg,test,18,0.03515632062695819,0.27185312907257064,200.44444444444446
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7513_JPG.rf.cedf4429a869c0413e08df7849a48daa.jpg,test,34,0.01356706010469415,0.12263020844042961,94.17647058823529
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7522_JPG.rf.c952162e49a551a0ffb4c22fb62936a4.jpg,test,52,0.010785243777624286,0.10732500006835939,78.15384615384616
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7575_JPG.rf.d73ee11d0d309e0c77640b63c71ddd10.jpg,test,51,0.013099367985195988,0.14723078402481085,76.25490196078431
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7584_JPG.rf.10425f8f083abad0dd9f99f814b48aa6.jpg,test,15,0.03389037921473794,0.31595738718109134,138.4
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7589_JPG.rf.9a1d3a8aedb1e1e2d89728e70f20bd57.jpg,test,32,0.021190404884862898,0.3930791219490049,111.75
/Users/macbook/Documents/cassava-navigation-ai/data/extracted/data/images/test/GOPR7591_JPG.rf.be7f037035d6670f71399684ea72540a.jpg,test,42,0.01178668793049766,0.3507130940589907,76.47619047619048
